,TransactionID,Machine,Day,Medication,Type,AmtRemaining
30813,MGCSQ6LKI884,1,2020-11-19,pravastatin 10mg TAB,Withdrawal,0
30814,P3AN59JH0T0F,1,2020-11-19,pravastatin 10mg TAB,Refill,30
30815,4NH0T464G7MY,1,2020-11-20,pravastatin 10mg TAB,Withdrawal,27
30816,GBEJZLTD93TS,1,2020-11-20,pravastatin 10mg TAB,Withdrawal,25
30817,KVQFQH52GBCZ,1,2020-11-20,pravastatin 10mg TAB,Withdrawal,24
30818,H6H7RG39H6WZ,1,2020-11-20,pravastatin 10mg TAB,Withdrawal,21
30819,B9UII2DQXDA2,1,2020-11-21,pravastatin 10mg TAB,Withdrawal,20
30820,N024JW7L2K6K,1,2020-11-21,pravastatin 10mg TAB,Withdrawal,17
30821,KFQGS2NUMRXY,1,2020-11-21,pravastatin 10mg TAB,Withdrawal,16
30822,HTGAJHCSOHOF,1,2020-11-21,pravastatin 10mg TAB,Withdrawal,13
30823,OD8V06AR8KAM,1,2020-11-22,pravastatin 10mg TAB,Withdrawal,10
30824,GGB8GOZPFAD5,1,2020-11-22,pravastatin 10mg TAB,Withdrawal,7
30825,ZVJKXZ0ILMWR,1,2020-11-22,pravastatin 10mg TAB,Withdrawal,4
30826,ZLO8YYOAA3M3,1,2020-11-22,pravastatin 10mg TAB,Withdrawal,3
30827,KTYXDNCGXDUV,1,2020-11-23,pravastatin 10mg TAB,Withdrawal,0
30828,E03X7J5XRQSA,1,2020-11-23,pravastatin 10mg TAB,Refill,30
30829,7BB4CD8DQPU6,1,2020-11-23,pravastatin 10mg TAB,Withdrawal,27
30830,Q2OQCZQ8840O,1,2020-11-23,pravastatin 10mg TAB,Withdrawal,25
30831,T82XYRN0OQ9U,1,2020-11-24,pravastatin 10mg TAB,Withdrawal,24
30832,HTHO87TMW1CG,1,2020-11-24,pravastatin 10mg TAB,Withdrawal,22
30833,D5HMJZU7DQOT,1,2020-11-24,pravastatin 10mg TAB,Withdrawal,21
30834,M4LF2HQARNWC,1,2020-11-24,pravastatin 10mg TAB,Withdrawal,19
30835,R4JSJMT9HMDB,1,2020-11-24,pravastatin 10mg TAB,Withdrawal,16
30836,9LLKXGLQEB1A,1,2020-11-25,pravastatin 10mg TAB,Withdrawal,13
30837,WJTSO78GDC7T,1,2020-11-25,pravastatin 10mg TAB,Withdrawal,12
30838,YLU32EQ5PLHE,1,2020-11-25,pravastatin 10mg TAB,Withdrawal,11
30839,UDAR7EX32O9V,1,2020-11-25,pravastatin 10mg TAB,Withdrawal,10
30840,FY1OHOJ9JK89,1,2020-11-26,pravastatin 10mg TAB,Withdrawal,8
30841,BC7WQMG7V62G,1,2020-11-26,pravastatin 10mg TAB,Withdrawal,5
30842,O5U8XBTTAMNU,1,2020-11-26,pravastatin 10mg TAB,Withdrawal,3
30843,RNI7F1XL4W6R,1,2020-11-26,pravastatin 10mg TAB,Withdrawal,2
30844,TI8CNGXJPTWM,1,2020-11-27,pravastatin 10mg TAB,Withdrawal,0
30845,5ZRFC29BI519,1,2020-11-27,pravastatin 10mg TAB,Refill,30
30846,5SYK3Q0YL4YI,1,2020-11-27,pravastatin 10mg TAB,Withdrawal,29
30847,9RCKFXRZAKWQ,1,2020-11-27,pravastatin 10mg TAB,Withdrawal,26
30848,K1VDV0MODKJH,1,2020-11-28,pravastatin 10mg TAB,Withdrawal,25
30849,UWXPJCT1WQUW,1,2020-11-28,pravastatin 10mg TAB,Withdrawal,23
30850,3L354T6309OT,1,2020-11-28,pravastatin 10mg TAB,Withdrawal,21
30851,C24AHP3Q8F7O,1,2020-11-28,pravastatin 10mg TAB,Withdrawal,20
30852,ZDL3CUPM14PU,1,2020-11-29,pravastatin 10mg TAB,Withdrawal,17
30853,K1K7NY9WIH9Y,1,2020-11-29,pravastatin 10mg TAB,Withdrawal,16
30854,IE7DXNM2O7Q7,1,2020-11-29,pravastatin 10mg TAB,Withdrawal,15
30855,CNNTDN31QGVE,1,2020-11-29,pravastatin 10mg TAB,Withdrawal,12
30856,ETZ6TZYHI278,1,2020-11-29,pravastatin 10mg TAB,Withdrawal,9
30857,3W0BRJ4VK4DX,1,2020-11-30,pravastatin 10mg TAB,Withdrawal,6
30858,X55ZXYQWTT9L,1,2020-11-30,pravastatin 10mg TAB,Withdrawal,5
30859,LP895KKIXQ54,1,2020-11-30,pravastatin 10mg TAB,Withdrawal,4
30860,Z2QBWMO0P2CL,1,2020-11-30,pravastatin 10mg TAB,Withdrawal,1
30861,F0Y4AH1VSRRP,1,2020-12-01,pravastatin 10mg TAB,Withdrawal,0
30862,UG13MENE2RED,1,2020-12-01,pravastatin 10mg TAB,Refill,30
30863,VK7T2H8OHAD7,1,2020-12-01,pravastatin 10mg TAB,Withdrawal,28
30864,GSGPSJJZBVKN,1,2020-12-01,pravastatin 10mg TAB,Withdrawal,25
30865,LA83PKI0MWHT,1,2020-12-02,pravastatin 10mg TAB,Withdrawal,23
30866,W3O2DS9O31QA,1,2020-12-02,pravastatin 10mg TAB,Withdrawal,20
30867,I2S2HNHAYVCZ,1,2020-12-02,pravastatin 10mg TAB,Withdrawal,17
30868,L87GJXY93CYL,1,2020-12-02,pravastatin 10mg TAB,Withdrawal,16
30869,IIDT2H30RPQA,1,2020-12-03,pravastatin 10mg TAB,Withdrawal,13
30870,CYS8ZWKU7X1U,1,2020-12-03,pravastatin 10mg TAB,Withdrawal,12
30871,9P9LT9VAG5SE,1,2020-12-03,pravastatin 10mg TAB,Withdrawal,11
30872,GCQGFW3RDCEU,1,2020-12-03,pravastatin 10mg TAB,Withdrawal,8
30873,JBSJS5G4WW4J,1,2020-12-04,pravastatin 10mg TAB,Withdrawal,5
30874,DLW5ZYF8BIFQ,1,2020-12-04,pravastatin 10mg TAB,Withdrawal,2
30875,KT6PC57BF9NV,1,2020-12-04,pravastatin 10mg TAB,Withdrawal,1
30876,DRHT01DJQQJ7,1,2020-12-04,pravastatin 10mg TAB,Withdrawal,0
30877,W36JUSPBRGV7,1,2020-12-05,pravastatin 10mg TAB,Refill,30
30878,AHUGK20IH4LZ,1,2020-12-05,pravastatin 10mg TAB,Withdrawal,28
30879,UUYZCTUFWXMR,1,2020-12-05,pravastatin 10mg TAB,Withdrawal,26
30880,SXHGX1BGS0FM,1,2020-12-05,pravastatin 10mg TAB,Withdrawal,25
30881,UNK5KMP1IJNG,1,2020-12-05,pravastatin 10mg TAB,Withdrawal,24
30882,L99REMWT8899,1,2020-12-06,pravastatin 10mg TAB,Withdrawal,22
30883,1NQGOY2R4SJ5,1,2020-12-06,pravastatin 10mg TAB,Withdrawal,19
30884,5Q3PU9C4BOBZ,1,2020-12-06,pravastatin 10mg TAB,Withdrawal,18
30885,XSYNX4Q2HFAC,1,2020-12-06,pravastatin 10mg TAB,Withdrawal,17
30886,89YPL1FKF83D,1,2020-12-07,pravastatin 10mg TAB,Withdrawal,14
30887,0HAQL9XB7TEW,1,2020-12-07,pravastatin 10mg TAB,Withdrawal,11
30888,X1TXN1ZBFVID,1,2020-12-07,pravastatin 10mg TAB,Withdrawal,9
30889,J18A770MRJX3,1,2020-12-07,pravastatin 10mg TAB,Withdrawal,6
30890,P7V7SU0OVD5R,1,2020-12-08,pravastatin 10mg TAB,Withdrawal,4
30891,RJBY6GPR6L8W,1,2020-12-08,pravastatin 10mg TAB,Withdrawal,2
30892,ZE5PD1J9V8X0,1,2020-12-08,pravastatin 10mg TAB,Withdrawal,1
30893,OQ9EZ0J0JTZ8,1,2020-12-08,pravastatin 10mg TAB,Withdrawal,0
30894,0FODU22V1N6U,1,2020-12-09,pravastatin 10mg TAB,Refill,30
30895,1H3300479PME,1,2020-12-09,pravastatin 10mg TAB,Withdrawal,29
30896,8JVAKG3VYY7Z,1,2020-12-09,pravastatin 10mg TAB,Withdrawal,28
30897,D7MK8RKL73O6,1,2020-12-09,pravastatin 10mg TAB,Withdrawal,26
30898,M914R58IU0PK,1,2020-12-10,pravastatin 10mg TAB,Withdrawal,25
30899,9YQP2ZUCXJMM,1,2020-12-10,pravastatin 10mg TAB,Withdrawal,22
30900,RJ2UODIPX4W9,1,2020-12-10,pravastatin 10mg TAB,Withdrawal,21
30901,LRB30Y73V134,1,2020-12-10,pravastatin 10mg TAB,Withdrawal,18
30902,NK9U47T2TWWQ,1,2020-12-10,pravastatin 10mg TAB,Withdrawal,17
30903,H62M3YX13K50,1,2020-12-11,pravastatin 10mg TAB,Withdrawal,14
30904,3PGDIF76QK9H,1,2020-12-11,pravastatin 10mg TAB,Withdrawal,11
30905,RH2F8HCAPBPQ,1,2020-12-11,pravastatin 10mg TAB,Withdrawal,8
30906,QHAOTKN4HEWI,1,2020-12-11,pravastatin 10mg TAB,Withdrawal,7
30907,7OMOFABE4Z8L,1,2020-12-12,pravastatin 10mg TAB,Withdrawal,4
30908,2GF8X20T27K9,1,2020-12-12,pravastatin 10mg TAB,Withdrawal,2
30909,UKGCQODOXO5C,1,2020-12-12,pravastatin 10mg TAB,Withdrawal,0
30910,IV4Q5AH7VRDR,1,2020-12-12,pravastatin 10mg TAB,Refill,30
30911,JTYRGN0Z1RVC,1,2020-12-13,pravastatin 10mg TAB,Withdrawal,28
30912,9N2RHFAP2AGV,1,2020-12-13,pravastatin 10mg TAB,Withdrawal,27
30913,Z22GIMAQTH13,1,2020-12-13,pravastatin 10mg TAB,Withdrawal,24
30914,V33TUN87FKID,1,2020-12-13,pravastatin 10mg TAB,Withdrawal,22
30915,JLUV920PJ5KE,1,2020-12-14,pravastatin 10mg TAB,Withdrawal,19
30916,GSDWO833ZEKA,1,2020-12-14,pravastatin 10mg TAB,Withdrawal,17
30917,995ER1W86APY,1,2020-12-14,pravastatin 10mg TAB,Withdrawal,14
30918,CAFI5LTPZ3ER,1,2020-12-14,pravastatin 10mg TAB,Withdrawal,11
30919,4FLS1KCJP01A,1,2020-12-15,pravastatin 10mg TAB,Withdrawal,10
30920,VCKF09H9CEU2,1,2020-12-15,pravastatin 10mg TAB,Withdrawal,7
30921,G33ZKQJG3PKW,1,2020-12-15,pravastatin 10mg TAB,Withdrawal,5
30922,Z8UOGF3WJPFF,1,2020-12-15,pravastatin 10mg TAB,Withdrawal,3
30923,NA4KK3D4Z02S,1,2020-12-15,pravastatin 10mg TAB,Withdrawal,0
30924,3ZEH1YCXTGUG,1,2020-12-16,pravastatin 10mg TAB,Refill,30
30925,QX9W30GLG1CM,1,2020-12-16,pravastatin 10mg TAB,Withdrawal,29
30926,8CTR5LVTU2I3,1,2020-12-16,pravastatin 10mg TAB,Withdrawal,27
30927,EE9IN7CMO2GT,1,2020-12-16,pravastatin 10mg TAB,Withdrawal,24
30928,MLHQFMNGPR05,1,2020-12-17,pravastatin 10mg TAB,Withdrawal,21
30929,PJIFIXZUI573,1,2020-12-17,pravastatin 10mg TAB,Withdrawal,19
30930,4IKO6TPEK5OT,1,2020-12-17,pravastatin 10mg TAB,Withdrawal,17
30931,1LYEOAWW8N2B,1,2020-12-17,pravastatin 10mg TAB,Withdrawal,16
30932,4JVHXRSIUF9E,1,2020-12-18,pravastatin 10mg TAB,Withdrawal,13
30933,3KUBKRCQDO24,1,2020-12-18,pravastatin 10mg TAB,Withdrawal,10
30934,FCW8N4VULEED,1,2020-12-18,pravastatin 10mg TAB,Withdrawal,7
30935,EE18ZK9S8KUV,1,2020-12-18,pravastatin 10mg TAB,Withdrawal,6
30936,0ZAPK76G2AM1,1,2020-12-19,pravastatin 10mg TAB,Withdrawal,3
30937,HQ2QFXBTB2UM,1,2020-12-19,pravastatin 10mg TAB,Withdrawal,0
30938,DSAXM792G82C,1,2020-12-19,pravastatin 10mg TAB,Refill,30
30939,0ROVJPAQZ0YT,1,2020-12-19,pravastatin 10mg TAB,Withdrawal,27
30940,XVRI7DAZOL2W,1,2020-12-20,pravastatin 10mg TAB,Withdrawal,26
30941,F7MR39NTAC9O,1,2020-12-20,pravastatin 10mg TAB,Withdrawal,24
30942,SQZIKIGF0TJK,1,2020-12-20,pravastatin 10mg TAB,Withdrawal,23
30943,M6TTVRX8QSTH,1,2020-12-20,pravastatin 10mg TAB,Withdrawal,21
30944,PY8OW49L1PHX,1,2020-12-20,pravastatin 10mg TAB,Withdrawal,20
30945,O5NM3LPAQMMQ,1,2020-12-21,pravastatin 10mg TAB,Withdrawal,17
30946,P8C4L860WIUX,1,2020-12-21,pravastatin 10mg TAB,Withdrawal,16
30947,OE8E1HKCS85F,1,2020-12-21,pravastatin 10mg TAB,Withdrawal,15
30948,SNJIF692AM0S,1,2020-12-21,pravastatin 10mg TAB,Withdrawal,14
30949,XDX1SQTH1OMK,1,2020-12-22,pravastatin 10mg TAB,Withdrawal,12
30950,I1JRFWX9K886,1,2020-12-22,pravastatin 10mg TAB,Withdrawal,9
30951,SFXN2EM42A3V,1,2020-12-22,pravastatin 10mg TAB,Withdrawal,6
30952,1AS548C8XJRW,1,2020-12-22,pravastatin 10mg TAB,Withdrawal,3
30953,FUHA3IWFGKKC,1,2020-12-23,pravastatin 10mg TAB,Withdrawal,2
30954,1UKDQN6ZQUEN,1,2020-12-23,pravastatin 10mg TAB,Withdrawal,1
30955,N6RM09XAFFFF,1,2020-12-23,pravastatin 10mg TAB,Withdrawal,0
30956,SJSMWZR6LVK9,1,2020-12-23,pravastatin 10mg TAB,Refill,30
30957,W24TSGGGTDDM,1,2020-12-24,pravastatin 10mg TAB,Withdrawal,29
30958,OWLETN5RVUWE,1,2020-12-24,pravastatin 10mg TAB,Withdrawal,26
30959,X678AEWTPYFT,1,2020-12-24,pravastatin 10mg TAB,Withdrawal,25
30960,YH8N5UMTYEOQ,1,2020-12-24,pravastatin 10mg TAB,Withdrawal,22
30961,AKIGL6FR347U,1,2020-12-25,pravastatin 10mg TAB,Withdrawal,20
30962,9C81ZKLFUNH6,1,2020-12-25,pravastatin 10mg TAB,Withdrawal,18
30963,0CXIXJR0J1XQ,1,2020-12-25,pravastatin 10mg TAB,Withdrawal,15
30964,Q4OL6QV7KPAN,1,2020-12-25,pravastatin 10mg TAB,Withdrawal,12
30965,5DLW10ZHA193,1,2020-12-26,pravastatin 10mg TAB,Withdrawal,9
30966,YEESHCEU0Z8W,1,2020-12-26,pravastatin 10mg TAB,Withdrawal,8
30967,5QAISJRRAXAQ,1,2020-12-26,pravastatin 10mg TAB,Withdrawal,6
30968,4ZY4OEMCVSEZ,1,2020-12-26,pravastatin 10mg TAB,Withdrawal,3
30969,BTHEUX6MLQCV,1,2020-12-26,pravastatin 10mg TAB,Withdrawal,2
30970,2CBMFL5MNVH4,1,2020-12-27,pravastatin 10mg TAB,Withdrawal,0
30971,QVEQG9EX02OO,1,2020-12-27,pravastatin 10mg TAB,Refill,30
30972,0124CLGUTBV5,1,2020-12-27,pravastatin 10mg TAB,Withdrawal,28
30973,PRC3UV6LHCCP,1,2020-12-27,pravastatin 10mg TAB,Withdrawal,26
30974,UOWM152CU318,1,2020-12-28,pravastatin 10mg TAB,Withdrawal,23
30975,0P0JL2G72WLR,1,2020-12-28,pravastatin 10mg TAB,Withdrawal,21
30976,BAE321R751JW,1,2020-12-28,pravastatin 10mg TAB,Withdrawal,18
30977,KNKFALEGHCRG,1,2020-12-28,pravastatin 10mg TAB,Withdrawal,16
30978,UIWFB7IYP40N,1,2020-12-29,pravastatin 10mg TAB,Withdrawal,15
30979,5DB8KNK347PC,1,2020-12-29,pravastatin 10mg TAB,Withdrawal,14
30980,2EOCXOETU89V,1,2020-12-29,pravastatin 10mg TAB,Withdrawal,12
30981,IXFYHGKMQKB9,1,2020-12-29,pravastatin 10mg TAB,Withdrawal,9
30982,CT7I2SDYEGMH,1,2020-12-30,pravastatin 10mg TAB,Withdrawal,6
30983,DBVSRKIFCXUY,1,2020-12-30,pravastatin 10mg TAB,Withdrawal,5
30984,GNFJRTO8978N,1,2020-12-30,pravastatin 10mg TAB,Withdrawal,3
30985,LHCFRY779FW8,1,2020-12-30,pravastatin 10mg TAB,Withdrawal,1
30986,M6CN6Z9857RV,1,2020-12-31,pravastatin 10mg TAB,Withdrawal,0
30987,QLOZ2XOHMOTJ,1,2020-12-31,pravastatin 10mg TAB,Refill,30
30988,UREX33IAPKU6,1,2020-12-31,pravastatin 10mg TAB,Withdrawal,14
30989,PLZMCYVBDR1I,1,2020-01-01,pravastatin 20mg TAB,Withdrawal,29
30990,J4PIS3QEU97G,1,2020-01-01,pravastatin 20mg TAB,Withdrawal,27
30991,741PFPPHQGLT,1,2020-01-02,pravastatin 20mg TAB,Withdrawal,24
30992,I4886TB07O4T,1,2020-01-02,pravastatin 20mg TAB,Withdrawal,21
30993,T39J21Y5FG9N,1,2020-01-02,pravastatin 20mg TAB,Withdrawal,19
30994,XX0L2ZF87P0E,1,2020-01-02,pravastatin 20mg TAB,Withdrawal,18
30995,CGMGJRS68P34,1,2020-01-03,pravastatin 20mg TAB,Withdrawal,16
30996,IA6CL94W97O6,1,2020-01-03,pravastatin 20mg TAB,Withdrawal,15
30997,Y2B27SAYZ94A,1,2020-01-03,pravastatin 20mg TAB,Withdrawal,14
30998,DQX4O24G7152,1,2020-01-03,pravastatin 20mg TAB,Withdrawal,12
30999,YZ56SPP3C5GP,1,2020-01-04,pravastatin 20mg TAB,Withdrawal,10
31000,MYQX10K0GWUK,1,2020-01-04,pravastatin 20mg TAB,Withdrawal,9
31001,5Z5Q3WZPR9PE,1,2020-01-04,pravastatin 20mg TAB,Withdrawal,7
31002,L6MNYM8T5C7O,1,2020-01-04,pravastatin 20mg TAB,Withdrawal,6
31003,07E4ICRHTWJW,1,2020-01-05,pravastatin 20mg TAB,Withdrawal,5
31004,TEYM27U49O8X,1,2020-01-05,pravastatin 20mg TAB,Withdrawal,2
31005,Q7YXLBQYV02Z,1,2020-01-05,pravastatin 20mg TAB,Withdrawal,0
31006,3PCXUWLSOJ7I,1,2020-01-05,pravastatin 20mg TAB,Refill,30
31007,XU76U95YLTDE,1,2020-01-05,pravastatin 20mg TAB,Withdrawal,27
31008,6VZS7FYQY7LZ,1,2020-01-06,pravastatin 20mg TAB,Withdrawal,24
31009,3UQW368402ET,1,2020-01-06,pravastatin 20mg TAB,Withdrawal,22
31010,QG5QDAPM1CRX,1,2020-01-06,pravastatin 20mg TAB,Withdrawal,19
31011,47BZRRQND9H7,1,2020-01-06,pravastatin 20mg TAB,Withdrawal,16
31012,NR8S5QYZICAX,1,2020-01-07,pravastatin 20mg TAB,Withdrawal,13
31013,EIQDFWQB34A3,1,2020-01-07,pravastatin 20mg TAB,Withdrawal,11
31014,STD0WLYW85ZV,1,2020-01-07,pravastatin 20mg TAB,Withdrawal,8
31015,4DYXKLZJTYA8,1,2020-01-07,pravastatin 20mg TAB,Withdrawal,7
31016,KOHPJJEZFV94,1,2020-01-08,pravastatin 20mg TAB,Withdrawal,4
31017,4Q2NVMDB7KXG,1,2020-01-08,pravastatin 20mg TAB,Withdrawal,1
31018,695WNGTL8E6J,1,2020-01-08,pravastatin 20mg TAB,Withdrawal,0
31019,6Z31E5GMVZ67,1,2020-01-08,pravastatin 20mg TAB,Refill,30
31020,4VGZG92WWVRV,1,2020-01-08,pravastatin 20mg TAB,Withdrawal,29
31021,INLHL2V3R5C3,1,2020-01-09,pravastatin 20mg TAB,Withdrawal,28
31022,O720ZX533Q1Y,1,2020-01-09,pravastatin 20mg TAB,Withdrawal,26
31023,V2F36UJL60AO,1,2020-01-09,pravastatin 20mg TAB,Withdrawal,24
31024,9GXWTI6EV609,1,2020-01-09,pravastatin 20mg TAB,Withdrawal,22
31025,GEDNC221QYSV,1,2020-01-10,pravastatin 20mg TAB,Withdrawal,19
31026,OYNFAZ12ERNW,1,2020-01-10,pravastatin 20mg TAB,Withdrawal,16
31027,7XE295Q11E0A,1,2020-01-10,pravastatin 20mg TAB,Withdrawal,15
31028,0CERA5MR8IUA,1,2020-01-10,pravastatin 20mg TAB,Withdrawal,12
31029,ME7THD4TFDOG,1,2020-01-11,pravastatin 20mg TAB,Withdrawal,10
31030,06UAD5SQ0BK6,1,2020-01-11,pravastatin 20mg TAB,Withdrawal,9
31031,E5Z8E334VYO3,1,2020-01-11,pravastatin 20mg TAB,Withdrawal,6
31032,DPXNINWJI6FF,1,2020-01-11,pravastatin 20mg TAB,Withdrawal,3
31033,07PWJXJQ2Y51,1,2020-01-12,pravastatin 20mg TAB,Withdrawal,1
31034,C3OPZYU1VZW8,1,2020-01-12,pravastatin 20mg TAB,Withdrawal,0
31035,OJVFLHXP8655,1,2020-01-12,pravastatin 20mg TAB,Refill,30
31036,RKT0PG8B9EC5,1,2020-01-12,pravastatin 20mg TAB,Withdrawal,27
31037,IE11TYBLGTEA,1,2020-01-12,pravastatin 20mg TAB,Withdrawal,25
31038,8VY4OKPHGI7V,1,2020-01-13,pravastatin 20mg TAB,Withdrawal,24
31039,NOKW9QYWVDOF,1,2020-01-13,pravastatin 20mg TAB,Withdrawal,22
31040,W4CCRFA8N9PK,1,2020-01-13,pravastatin 20mg TAB,Withdrawal,20
31041,AVGSIAGTGCZA,1,2020-01-13,pravastatin 20mg TAB,Withdrawal,17
31042,1C9Q0M7ZISTB,1,2020-01-14,pravastatin 20mg TAB,Withdrawal,16
31043,HJEKXZDBKL6L,1,2020-01-14,pravastatin 20mg TAB,Withdrawal,14
31044,U1OP09R9YDHE,1,2020-01-14,pravastatin 20mg TAB,Withdrawal,11
31045,LX5YCSW3F3M0,1,2020-01-14,pravastatin 20mg TAB,Withdrawal,10
31046,DVLVIA3L3DAL,1,2020-01-15,pravastatin 20mg TAB,Withdrawal,8
31047,N409VVV5MGVX,1,2020-01-15,pravastatin 20mg TAB,Withdrawal,6
31048,E0CCRYNLYDKA,1,2020-01-15,pravastatin 20mg TAB,Withdrawal,4
31049,WSQVHEQSLU11,1,2020-01-15,pravastatin 20mg TAB,Withdrawal,3
31050,KJUIMVCGHJQP,1,2020-01-16,pravastatin 20mg TAB,Withdrawal,2
31051,3FVL4DIOS3M4,1,2020-01-16,pravastatin 20mg TAB,Withdrawal,0
31052,IKN729L13FQC,1,2020-01-16,pravastatin 20mg TAB,Refill,30
31053,TF3AGAITAWTN,1,2020-01-16,pravastatin 20mg TAB,Withdrawal,27
31054,2VO2AYRJZ6F8,1,2020-01-16,pravastatin 20mg TAB,Withdrawal,25
31055,NEXMJWWBG6RY,1,2020-01-17,pravastatin 20mg TAB,Withdrawal,24
31056,RCKCUXE00FDM,1,2020-01-17,pravastatin 20mg TAB,Withdrawal,23
31057,4C5FD0NMM3B4,1,2020-01-17,pravastatin 20mg TAB,Withdrawal,22
31058,DUW5P0WLJ8EX,1,2020-01-17,pravastatin 20mg TAB,Withdrawal,19
31059,BSH7PREBFA9V,1,2020-01-18,pravastatin 20mg TAB,Withdrawal,18
31060,PFKZVW85SMIY,1,2020-01-18,pravastatin 20mg TAB,Withdrawal,17
31061,BPE2278C5W26,1,2020-01-18,pravastatin 20mg TAB,Withdrawal,16
31062,JV6FZUU9J7ZK,1,2020-01-18,pravastatin 20mg TAB,Withdrawal,15
31063,ZLZ77NC80JRW,1,2020-01-19,pravastatin 20mg TAB,Withdrawal,13
31064,8UCGW6MTWHUP,1,2020-01-19,pravastatin 20mg TAB,Withdrawal,11
31065,RQ11N4NV6X03,1,2020-01-19,pravastatin 20mg TAB,Withdrawal,10
31066,QY0DSJKHSBE1,1,2020-01-19,pravastatin 20mg TAB,Withdrawal,9
31067,K7JCS2KFV3WY,1,2020-01-20,pravastatin 20mg TAB,Withdrawal,6
31068,UVPGBSV3E45V,1,2020-01-20,pravastatin 20mg TAB,Withdrawal,3
31069,B9GGKHXFEQRC,1,2020-01-20,pravastatin 20mg TAB,Withdrawal,0
31070,QEQFA8BINQIO,1,2020-01-20,pravastatin 20mg TAB,Refill,30
31071,SP27JWN9V6DL,1,2020-01-20,pravastatin 20mg TAB,Withdrawal,27
31072,J3IQUXZD3TBQ,1,2020-01-21,pravastatin 20mg TAB,Withdrawal,26
31073,WJAGD13T5Z21,1,2020-01-21,pravastatin 20mg TAB,Withdrawal,23
31074,BDXU3IE7OOGH,1,2020-01-21,pravastatin 20mg TAB,Withdrawal,20
31075,MB7O364UTY19,1,2020-01-21,pravastatin 20mg TAB,Withdrawal,17
31076,43V266H7Q2PR,1,2020-01-22,pravastatin 20mg TAB,Withdrawal,16
31077,ZRD68C2NCU6L,1,2020-01-22,pravastatin 20mg TAB,Withdrawal,13
31078,1KHV2EG3N5D6,1,2020-01-22,pravastatin 20mg TAB,Withdrawal,11
31079,PZCHTLYBM5KH,1,2020-01-22,pravastatin 20mg TAB,Withdrawal,9
31080,JGJILCBNIJTR,1,2020-01-23,pravastatin 20mg TAB,Withdrawal,6
31081,QFBMJUDIQ7UW,1,2020-01-23,pravastatin 20mg TAB,Withdrawal,3
31082,WKUNYQSYTHUI,1,2020-01-23,pravastatin 20mg TAB,Withdrawal,0
31083,QX0M3P5LZRXI,1,2020-01-23,pravastatin 20mg TAB,Refill,30
31084,QN09RHAWXCVA,1,2020-01-23,pravastatin 20mg TAB,Withdrawal,28
31085,TJILKWQ554NB,1,2020-01-24,pravastatin 20mg TAB,Withdrawal,26
31086,NK5MFBFXATVY,1,2020-01-24,pravastatin 20mg TAB,Withdrawal,24
31087,DR7G0FUJSYH3,1,2020-01-24,pravastatin 20mg TAB,Withdrawal,21
31088,LP56PBZUWEYF,1,2020-01-24,pravastatin 20mg TAB,Withdrawal,20
31089,NOL6K54I6UWU,1,2020-01-25,pravastatin 20mg TAB,Withdrawal,19
31090,0VOW30M9RN1X,1,2020-01-25,pravastatin 20mg TAB,Withdrawal,18
31091,J4HPBQGG29JN,1,2020-01-25,pravastatin 20mg TAB,Withdrawal,17
31092,S52VLX7ZH9R1,1,2020-01-25,pravastatin 20mg TAB,Withdrawal,14
31093,RILIZ5NPG1SX,1,2020-01-26,pravastatin 20mg TAB,Withdrawal,12
31094,415O27ADVJIW,1,2020-01-26,pravastatin 20mg TAB,Withdrawal,9
31095,W1JYBF0YU3XH,1,2020-01-26,pravastatin 20mg TAB,Withdrawal,7
31096,93XA1RWRCH6I,1,2020-01-26,pravastatin 20mg TAB,Withdrawal,6
31097,GC6WZS16P9D6,1,2020-01-27,pravastatin 20mg TAB,Withdrawal,3
31098,2JCCX1MQA5CP,1,2020-01-27,pravastatin 20mg TAB,Withdrawal,1
31099,DHKRHGDIESR1,1,2020-01-27,pravastatin 20mg TAB,Withdrawal,0
31100,VQXWJAU3FB5D,1,2020-01-27,pravastatin 20mg TAB,Refill,30
31101,H02HYOBGSDRU,1,2020-01-27,pravastatin 20mg TAB,Withdrawal,27
31102,H9P0P9HOK1F4,1,2020-01-28,pravastatin 20mg TAB,Withdrawal,24
31103,5BL9MZXLADDD,1,2020-01-28,pravastatin 20mg TAB,Withdrawal,21
31104,KD6R6SPN4J3S,1,2020-01-28,pravastatin 20mg TAB,Withdrawal,18
31105,NKHLIRTJX55P,1,2020-01-28,pravastatin 20mg TAB,Withdrawal,17
31106,3RH5TNY1Q6JH,1,2020-01-29,pravastatin 20mg TAB,Withdrawal,14
31107,BZNVO3O3HKOK,1,2020-01-29,pravastatin 20mg TAB,Withdrawal,12
31108,USLQSDR2HASZ,1,2020-01-29,pravastatin 20mg TAB,Withdrawal,10
31109,ITZQ49YCDVHC,1,2020-01-29,pravastatin 20mg TAB,Withdrawal,8
31110,BUM98HJP14W5,1,2020-01-30,pravastatin 20mg TAB,Withdrawal,6
31111,M853QP0UQYF4,1,2020-01-30,pravastatin 20mg TAB,Withdrawal,3
31112,JJCKTLP297BI,1,2020-01-30,pravastatin 20mg TAB,Withdrawal,1
31113,TJ7RITJGQZ0X,1,2020-01-30,pravastatin 20mg TAB,Withdrawal,0
31114,RGH1943QKLUR,1,2020-01-31,pravastatin 20mg TAB,Refill,30
