TransactionID,Machine,Day,Medication,Type,AmtRemaining
5L1C5MT3N79O,1,2020-08-07,metoprolol tartrate 25mg TAB,Withdrawal,4
8KBMRN3DN8HJ,1,2020-08-07,metoprolol tartrate 25mg TAB,Withdrawal,3
SROKT4DC9YLU,1,2020-08-08,metoprolol tartrate 25mg TAB,Withdrawal,1
P2RFENMDL04I,1,2020-08-08,metoprolol tartrate 25mg TAB,Withdrawal,0
M9IVG6E13K7D,1,2020-08-08,metoprolol tartrate 25mg TAB,Refill,30
E4UOON651LVB,1,2020-08-09,metoprolol tartrate 25mg TAB,Withdrawal,28
GY6B38T1BZQJ,1,2020-08-09,metoprolol tartrate 25mg TAB,Withdrawal,25
XL86MZWFNM4K,1,2020-08-09,metoprolol tartrate 25mg TAB,Withdrawal,22
0IUDOI12XPP2,1,2020-08-09,metoprolol tartrate 25mg TAB,Withdrawal,21
ME9F2XMSI0K0,1,2020-08-10,metoprolol tartrate 25mg TAB,Withdrawal,18
SBSXTQLJV5JY,1,2020-08-10,metoprolol tartrate 25mg TAB,Withdrawal,16
3JHBOYEXY4AF,1,2020-08-10,metoprolol tartrate 25mg TAB,Withdrawal,14
A3R01ZGSJPWT,1,2020-08-11,metoprolol tartrate 25mg TAB,Withdrawal,12
U4MEL55IMYL1,1,2020-08-11,metoprolol tartrate 25mg TAB,Withdrawal,10
QG9WKNL61MMA,1,2020-08-11,metoprolol tartrate 25mg TAB,Withdrawal,9
WGCG1YSOULJS,1,2020-08-12,metoprolol tartrate 25mg TAB,Withdrawal,7
1Q7UWKKOOS5Y,1,2020-08-12,metoprolol tartrate 25mg TAB,Withdrawal,6
L39L8TRN9FYC,1,2020-08-12,metoprolol tartrate 25mg TAB,Withdrawal,4
O8MYHQMZKL51,1,2020-08-13,metoprolol tartrate 25mg TAB,Withdrawal,1
ICPV9I68CVYS,1,2020-08-13,metoprolol tartrate 25mg TAB,Withdrawal,0
2JIN4IM2W9DB,1,2020-08-13,metoprolol tartrate 25mg TAB,Refill,30
NRP4DWDMFJFB,1,2020-08-13,metoprolol tartrate 25mg TAB,Withdrawal,28
6AHR0BIAAKTK,1,2020-08-14,metoprolol tartrate 25mg TAB,Withdrawal,25
0UCSY3H95MBF,1,2020-08-14,metoprolol tartrate 25mg TAB,Withdrawal,24
VH58J5K40UVD,1,2020-08-14,metoprolol tartrate 25mg TAB,Withdrawal,21
MJMMKS0R2CAI,1,2020-08-15,metoprolol tartrate 25mg TAB,Withdrawal,18
71ZOFZGWQ8Q3,1,2020-08-15,metoprolol tartrate 25mg TAB,Withdrawal,15
X033TWPWW4SI,1,2020-08-15,metoprolol tartrate 25mg TAB,Withdrawal,13
C3338EEUTCIV,1,2020-08-16,metoprolol tartrate 25mg TAB,Withdrawal,12
9ERNPQT5N5WM,1,2020-08-16,metoprolol tartrate 25mg TAB,Withdrawal,9
CJNPX0C38QPK,1,2020-08-16,metoprolol tartrate 25mg TAB,Withdrawal,6
MXOODAPVPQEM,1,2020-08-17,metoprolol tartrate 25mg TAB,Withdrawal,5
G0VWQXFTI9SL,1,2020-08-17,metoprolol tartrate 25mg TAB,Withdrawal,3
LLN8IWQK6K0K,1,2020-08-17,metoprolol tartrate 25mg TAB,Withdrawal,0
GC7PSU960N6E,1,2020-08-17,metoprolol tartrate 25mg TAB,Refill,30
R5RSQY7KZ30J,1,2020-08-18,metoprolol tartrate 25mg TAB,Withdrawal,27
Z2MNB1UMM04R,1,2020-08-18,metoprolol tartrate 25mg TAB,Withdrawal,24
NOHOXPRGV4M7,1,2020-08-18,metoprolol tartrate 25mg TAB,Withdrawal,22
STQPZRSDY536,1,2020-08-19,metoprolol tartrate 25mg TAB,Withdrawal,19
VMWHAFNG8WQM,1,2020-08-19,metoprolol tartrate 25mg TAB,Withdrawal,18
5HDTWRW4XK9M,1,2020-08-19,metoprolol tartrate 25mg TAB,Withdrawal,17
WXDNLG6RXWEF,1,2020-08-20,metoprolol tartrate 25mg TAB,Withdrawal,14
I7RAGRWKDL5R,1,2020-08-20,metoprolol tartrate 25mg TAB,Withdrawal,13
JGAIO6XH12E1,1,2020-08-20,metoprolol tartrate 25mg TAB,Withdrawal,11
VGZ3VT371R67,1,2020-08-20,metoprolol tartrate 25mg TAB,Withdrawal,9
958OZMDF9I1O,1,2020-08-21,metoprolol tartrate 25mg TAB,Withdrawal,8
Q030DWT8DACT,1,2020-08-21,metoprolol tartrate 25mg TAB,Withdrawal,5
2AKHY19KZNA4,1,2020-08-21,metoprolol tartrate 25mg TAB,Withdrawal,3
8WS309GZ5RRM,1,2020-08-22,metoprolol tartrate 25mg TAB,Withdrawal,1
SJF2FOPQF4OR,1,2020-08-22,metoprolol tartrate 25mg TAB,Withdrawal,0
GOE6BJXETX6H,1,2020-08-22,metoprolol tartrate 25mg TAB,Refill,30
MJ0EX2HZNDB8,1,2020-08-23,metoprolol tartrate 25mg TAB,Withdrawal,28
FYNSENTJVQRW,1,2020-08-23,metoprolol tartrate 25mg TAB,Withdrawal,26
NZDV93U46DJA,1,2020-08-23,metoprolol tartrate 25mg TAB,Withdrawal,25
TY6JOSG6Y6YF,1,2020-08-24,metoprolol tartrate 25mg TAB,Withdrawal,23
KH8CWDOERFL7,1,2020-08-24,metoprolol tartrate 25mg TAB,Withdrawal,21
8IRQLGQOP309,1,2020-08-24,metoprolol tartrate 25mg TAB,Withdrawal,18
LVSCQN8MICOU,1,2020-08-24,metoprolol tartrate 25mg TAB,Withdrawal,15
6RYH5MOF2U4W,1,2020-08-25,metoprolol tartrate 25mg TAB,Withdrawal,14
4NQ0Z6XXMMT4,1,2020-08-25,metoprolol tartrate 25mg TAB,Withdrawal,13
W8EUFH56QC0F,1,2020-08-25,metoprolol tartrate 25mg TAB,Withdrawal,11
VF3S5S8IDY8I,1,2020-08-26,metoprolol tartrate 25mg TAB,Withdrawal,9
IJUBBENWK39E,1,2020-08-26,metoprolol tartrate 25mg TAB,Withdrawal,8
2HQVF7JV2CU6,1,2020-08-26,metoprolol tartrate 25mg TAB,Withdrawal,5
CBP47NV6A665,1,2020-08-27,metoprolol tartrate 25mg TAB,Withdrawal,3
71F7NO198GB7,1,2020-08-27,metoprolol tartrate 25mg TAB,Withdrawal,0
TRZZKBFFMFHZ,1,2020-08-27,metoprolol tartrate 25mg TAB,Refill,30
RV71OWKUHM2W,1,2020-08-27,metoprolol tartrate 25mg TAB,Withdrawal,29
AVGPYBMRAKOI,1,2020-08-28,metoprolol tartrate 25mg TAB,Withdrawal,28
JJ9MW3QYTF19,1,2020-08-28,metoprolol tartrate 25mg TAB,Withdrawal,26
MP0SBVJU71IA,1,2020-08-28,metoprolol tartrate 25mg TAB,Withdrawal,23
34RODAYGSQ9T,1,2020-08-29,metoprolol tartrate 25mg TAB,Withdrawal,20
4V87FQXG25EJ,1,2020-08-29,metoprolol tartrate 25mg TAB,Withdrawal,18
DGRW88T5G6HV,1,2020-08-29,metoprolol tartrate 25mg TAB,Withdrawal,17
U1GMG9PFOHW6,1,2020-08-30,metoprolol tartrate 25mg TAB,Withdrawal,15
NAC8UOHCMSRZ,1,2020-08-30,metoprolol tartrate 25mg TAB,Withdrawal,12
DR3MLV8HFLVJ,1,2020-08-30,metoprolol tartrate 25mg TAB,Withdrawal,11
Q7ROL2GMHFO3,1,2020-08-31,metoprolol tartrate 25mg TAB,Withdrawal,8
KTCS4VZ20341,1,2020-08-31,metoprolol tartrate 25mg TAB,Withdrawal,5
63V6D1YTLYUT,1,2020-08-31,metoprolol tartrate 25mg TAB,Withdrawal,2
44VMLWWIPE51,1,2020-08-31,metoprolol tartrate 25mg TAB,Withdrawal,0
Z7Q7D6YYPFJZ,1,2020-09-01,metoprolol tartrate 25mg TAB,Refill,30
YF9AIB89R9EO,1,2020-09-01,metoprolol tartrate 25mg TAB,Withdrawal,28
L33JCYU0E7UH,1,2020-09-01,metoprolol tartrate 25mg TAB,Withdrawal,27
5FNG6EL3ICRK,1,2020-09-02,metoprolol tartrate 25mg TAB,Withdrawal,26
C0JRZXKEYVWD,1,2020-09-02,metoprolol tartrate 25mg TAB,Withdrawal,24
N0X0XSLGR0YC,1,2020-09-02,metoprolol tartrate 25mg TAB,Withdrawal,21
13ZHPQITWFCT,1,2020-09-03,metoprolol tartrate 25mg TAB,Withdrawal,20
S8BZQ394C8TZ,1,2020-09-03,metoprolol tartrate 25mg TAB,Withdrawal,17
8Q28A7XDMRC3,1,2020-09-03,metoprolol tartrate 25mg TAB,Withdrawal,15
4LZR2U2RXVV0,1,2020-09-03,metoprolol tartrate 25mg TAB,Withdrawal,13
DIBVZPHA4D1Z,1,2020-09-04,metoprolol tartrate 25mg TAB,Withdrawal,10
P65TEYZJ0FH8,1,2020-09-04,metoprolol tartrate 25mg TAB,Withdrawal,8
WIUCNH94QRFC,1,2020-09-04,metoprolol tartrate 25mg TAB,Withdrawal,6
BOIV3KTIVWDA,1,2020-09-05,metoprolol tartrate 25mg TAB,Withdrawal,5
GD51LEAOO6Q8,1,2020-09-05,metoprolol tartrate 25mg TAB,Withdrawal,2
LEMISGSNZ8SD,1,2020-09-05,metoprolol tartrate 25mg TAB,Withdrawal,0
ATHSHUJU1SR3,1,2020-09-06,metoprolol tartrate 25mg TAB,Refill,30
60AH230KSZAB,1,2020-09-06,metoprolol tartrate 25mg TAB,Withdrawal,27
E6TK0PQ0JEKE,1,2020-09-06,metoprolol tartrate 25mg TAB,Withdrawal,25
VFTWY44SKWO6,1,2020-09-07,metoprolol tartrate 25mg TAB,Withdrawal,22
6P2ZD28SUMTG,1,2020-09-07,metoprolol tartrate 25mg TAB,Withdrawal,20
GESMJ8MZ2BP7,1,2020-09-07,metoprolol tartrate 25mg TAB,Withdrawal,19
D33PTPL1I9BA,1,2020-09-07,metoprolol tartrate 25mg TAB,Withdrawal,17
WO5I4WTOH2JA,1,2020-09-08,metoprolol tartrate 25mg TAB,Withdrawal,16
MROB11RG869Q,1,2020-09-08,metoprolol tartrate 25mg TAB,Withdrawal,13
4P3PW4JTWIO9,1,2020-09-08,metoprolol tartrate 25mg TAB,Withdrawal,10
AMEJ0N4AUVRC,1,2020-09-09,metoprolol tartrate 25mg TAB,Withdrawal,7
KU1MM5N3LGCY,1,2020-09-09,metoprolol tartrate 25mg TAB,Withdrawal,4
QM9A90K8KYM1,1,2020-09-09,metoprolol tartrate 25mg TAB,Withdrawal,1
OOP2NNAOS2TB,1,2020-09-10,metoprolol tartrate 25mg TAB,Withdrawal,0
C9O11TCB9LSO,1,2020-09-10,metoprolol tartrate 25mg TAB,Refill,30
PSLC8EBEXV7J,1,2020-09-10,metoprolol tartrate 25mg TAB,Withdrawal,29
53XCPH6QY32B,1,2020-09-10,metoprolol tartrate 25mg TAB,Withdrawal,27
ZETTLCBMLNS9,1,2020-09-11,metoprolol tartrate 25mg TAB,Withdrawal,25
4TMHBT4RIXRR,1,2020-09-11,metoprolol tartrate 25mg TAB,Withdrawal,24
BO26NLIWMY7G,1,2020-09-11,metoprolol tartrate 25mg TAB,Withdrawal,22
ZCW8SMARFLQB,1,2020-09-12,metoprolol tartrate 25mg TAB,Withdrawal,19
X0FH35RKTSRY,1,2020-09-12,metoprolol tartrate 25mg TAB,Withdrawal,17
U5OKU055DHME,1,2020-09-12,metoprolol tartrate 25mg TAB,Withdrawal,14
YDK7YDU2JA78,1,2020-09-13,metoprolol tartrate 25mg TAB,Withdrawal,12
ILK52RN6D229,1,2020-09-13,metoprolol tartrate 25mg TAB,Withdrawal,10
GOCSHWYUUNJN,1,2020-09-13,metoprolol tartrate 25mg TAB,Withdrawal,7
DRUSIYB5Z0Y4,1,2020-09-14,metoprolol tartrate 25mg TAB,Withdrawal,6
4C61K3AO14SM,1,2020-09-14,metoprolol tartrate 25mg TAB,Withdrawal,4
XR0R9HZ48DKW,1,2020-09-14,metoprolol tartrate 25mg TAB,Withdrawal,2
40505XN02378,1,2020-09-14,metoprolol tartrate 25mg TAB,Withdrawal,0
V48ZLTCZPK9B,1,2020-09-15,metoprolol tartrate 25mg TAB,Refill,30
RDYNEPNUJ731,1,2020-09-15,metoprolol tartrate 25mg TAB,Withdrawal,27
ZG3VL4MRGG1N,1,2020-09-15,metoprolol tartrate 25mg TAB,Withdrawal,24
KD2IEV1K0MG3,1,2020-09-16,metoprolol tartrate 25mg TAB,Withdrawal,22
QQXLFSXJZJPD,1,2020-09-16,metoprolol tartrate 25mg TAB,Withdrawal,21
74I6VB3GKSJ2,1,2020-09-16,metoprolol tartrate 25mg TAB,Withdrawal,18
XD4R94B5POX3,1,2020-09-17,metoprolol tartrate 25mg TAB,Withdrawal,15
ANLAAFDBLZ9F,1,2020-09-17,metoprolol tartrate 25mg TAB,Withdrawal,12
771QF8162J6I,1,2020-09-17,metoprolol tartrate 25mg TAB,Withdrawal,9
DN8UF92B4DKF,1,2020-09-17,metoprolol tartrate 25mg TAB,Withdrawal,7
PPUB06U5ESZ3,1,2020-09-18,metoprolol tartrate 25mg TAB,Withdrawal,6
SDB29VLUBC1L,1,2020-09-18,metoprolol tartrate 25mg TAB,Withdrawal,3
T18953SFFTHK,1,2020-09-18,metoprolol tartrate 25mg TAB,Withdrawal,1
WC5AF4T6LYOL,1,2020-09-19,metoprolol tartrate 25mg TAB,Withdrawal,0
1E49QA302UOT,1,2020-09-19,metoprolol tartrate 25mg TAB,Refill,30
V6KIN2A5AWYX,1,2020-09-19,metoprolol tartrate 25mg TAB,Withdrawal,27
I3B95DZY0ZB3,1,2020-09-20,metoprolol tartrate 25mg TAB,Withdrawal,26
RNSCOO4SPHJS,1,2020-09-20,metoprolol tartrate 25mg TAB,Withdrawal,25
OVK6ZPJVIMXP,1,2020-09-20,metoprolol tartrate 25mg TAB,Withdrawal,22
UUBCVEJVATRX,1,2020-09-21,metoprolol tartrate 25mg TAB,Withdrawal,20
9YENYFRW54G3,1,2020-09-21,metoprolol tartrate 25mg TAB,Withdrawal,19
3QWJS5QAZV8C,1,2020-09-21,metoprolol tartrate 25mg TAB,Withdrawal,18
7TW0JYCO2VR0,1,2020-09-21,metoprolol tartrate 25mg TAB,Withdrawal,16
1V67E3BYM77J,1,2020-09-22,metoprolol tartrate 25mg TAB,Withdrawal,15
CV87T1NBSR2K,1,2020-09-22,metoprolol tartrate 25mg TAB,Withdrawal,14
7WPDVFEDL6A3,1,2020-09-22,metoprolol tartrate 25mg TAB,Withdrawal,12
XTAO6EFX7UIB,1,2020-09-23,metoprolol tartrate 25mg TAB,Withdrawal,11
2ZGV87GOFXQW,1,2020-09-23,metoprolol tartrate 25mg TAB,Withdrawal,8
WU42YTAC08W2,1,2020-09-23,metoprolol tartrate 25mg TAB,Withdrawal,5
UEFMZGA8LK3T,1,2020-09-24,metoprolol tartrate 25mg TAB,Withdrawal,4
LV5IN7KSE51R,1,2020-09-24,metoprolol tartrate 25mg TAB,Withdrawal,1
8QIGHVQ67MLE,1,2020-09-24,metoprolol tartrate 25mg TAB,Withdrawal,0
DY8OXJMHGXJC,1,2020-09-25,metoprolol tartrate 25mg TAB,Refill,30
L5S1U98Q9FKF,1,2020-09-25,metoprolol tartrate 25mg TAB,Withdrawal,29
LW4WBS40R7KX,1,2020-09-25,metoprolol tartrate 25mg TAB,Withdrawal,27
XV7T1RFFAIW4,1,2020-09-25,metoprolol tartrate 25mg TAB,Withdrawal,26
JYIOWT6485ON,1,2020-09-26,metoprolol tartrate 25mg TAB,Withdrawal,23
O8SLJ9XII9Y8,1,2020-09-26,metoprolol tartrate 25mg TAB,Withdrawal,20
SPBZMB99R9US,1,2020-09-26,metoprolol tartrate 25mg TAB,Withdrawal,18
K1LPKU328GQR,1,2020-09-27,metoprolol tartrate 25mg TAB,Withdrawal,16
77CPB4V9YJFO,1,2020-09-27,metoprolol tartrate 25mg TAB,Withdrawal,15
109NLM7GKO6B,1,2020-09-27,metoprolol tartrate 25mg TAB,Withdrawal,14
AVVATHRJ67N0,1,2020-09-28,metoprolol tartrate 25mg TAB,Withdrawal,12
OINCA8BE0II6,1,2020-09-28,metoprolol tartrate 25mg TAB,Withdrawal,9
8X67V7IBZM4L,1,2020-09-28,metoprolol tartrate 25mg TAB,Withdrawal,8
8ED10E3YYMWC,1,2020-09-28,metoprolol tartrate 25mg TAB,Withdrawal,6
N8NL9QCZ7EPJ,1,2020-09-29,metoprolol tartrate 25mg TAB,Withdrawal,5
Q997L3DC0VT3,1,2020-09-29,metoprolol tartrate 25mg TAB,Withdrawal,3
Q4FCP659A7AK,1,2020-09-29,metoprolol tartrate 25mg TAB,Withdrawal,0
N5SZEIVPED2G,1,2020-09-30,metoprolol tartrate 25mg TAB,Refill,30
5HLEVKEP1U2I,1,2020-09-30,metoprolol tartrate 25mg TAB,Withdrawal,28
SQ9M3PXG4DHD,1,2020-09-30,metoprolol tartrate 25mg TAB,Withdrawal,27
1BNZSM5QZN09,1,2020-10-01,metoprolol tartrate 25mg TAB,Withdrawal,24
N784B1YL5W3J,1,2020-10-01,metoprolol tartrate 25mg TAB,Withdrawal,22
SOMWRGDU2UEW,1,2020-10-01,metoprolol tartrate 25mg TAB,Withdrawal,20
4YK2S8RTV8J9,1,2020-10-02,metoprolol tartrate 25mg TAB,Withdrawal,18
JCC4TX2PXCSZ,1,2020-10-02,metoprolol tartrate 25mg TAB,Withdrawal,17
80895FMWB3K2,1,2020-10-02,metoprolol tartrate 25mg TAB,Withdrawal,16
NOC9Y2J05MAY,1,2020-10-02,metoprolol tartrate 25mg TAB,Withdrawal,14
O60OITNY8EY7,1,2020-10-03,metoprolol tartrate 25mg TAB,Withdrawal,13
63ARJ5OPGA68,1,2020-10-03,metoprolol tartrate 25mg TAB,Withdrawal,11
V13QQ54KWSXY,1,2020-10-03,metoprolol tartrate 25mg TAB,Withdrawal,10
BF0752CUJBB1,1,2020-10-04,metoprolol tartrate 25mg TAB,Withdrawal,7
HW1HS8Y42V20,1,2020-10-04,metoprolol tartrate 25mg TAB,Withdrawal,5
CUXWJSPTSPK0,1,2020-10-04,metoprolol tartrate 25mg TAB,Withdrawal,4
QI4ZR39AAGBX,1,2020-10-05,metoprolol tartrate 25mg TAB,Withdrawal,2
QJD8ZPPLCK67,1,2020-10-05,metoprolol tartrate 25mg TAB,Withdrawal,0
KDQT74WCVVQL,1,2020-10-05,metoprolol tartrate 25mg TAB,Refill,30
0BX30J7FN05P,1,2020-10-05,metoprolol tartrate 25mg TAB,Withdrawal,28
T4JSJ05Y2ETU,1,2020-10-06,metoprolol tartrate 25mg TAB,Withdrawal,25
45OT09PI3Y28,1,2020-10-06,metoprolol tartrate 25mg TAB,Withdrawal,24
A374OE2M1QEW,1,2020-10-06,metoprolol tartrate 25mg TAB,Withdrawal,23
V95VGP4FBRQJ,1,2020-10-07,metoprolol tartrate 25mg TAB,Withdrawal,21
SFPJAI2EJZ0D,1,2020-10-07,metoprolol tartrate 25mg TAB,Withdrawal,19
14QBPHS8P2TR,1,2020-10-07,metoprolol tartrate 25mg TAB,Withdrawal,17
2LC30WNX382W,1,2020-10-08,metoprolol tartrate 25mg TAB,Withdrawal,15
GAE4GPEBA0NQ,1,2020-10-08,metoprolol tartrate 25mg TAB,Withdrawal,14
GRUUAXSKJY9F,1,2020-10-08,metoprolol tartrate 25mg TAB,Withdrawal,11
8LAK2W3OGW2I,1,2020-10-09,metoprolol tartrate 25mg TAB,Withdrawal,9
6NEYYGBHLJSY,1,2020-10-09,metoprolol tartrate 25mg TAB,Withdrawal,8
8SPBX8SIXVNT,1,2020-10-09,metoprolol tartrate 25mg TAB,Withdrawal,6
ESBQO6XJRBN0,1,2020-10-09,metoprolol tartrate 25mg TAB,Withdrawal,3
XVK9IHDWS0DU,1,2020-10-10,metoprolol tartrate 25mg TAB,Withdrawal,0
AX5CC2XCL6YR,1,2020-10-10,metoprolol tartrate 25mg TAB,Refill,30
IQV5UNT7U4KG,1,2020-10-10,metoprolol tartrate 25mg TAB,Withdrawal,27
G6QDURXEPSTO,1,2020-10-11,metoprolol tartrate 25mg TAB,Withdrawal,25
D151HD36LUQ0,1,2020-10-11,metoprolol tartrate 25mg TAB,Withdrawal,22
DTHKEG2I0VIF,1,2020-10-11,metoprolol tartrate 25mg TAB,Withdrawal,20
ON41KQI9LN52,1,2020-10-12,metoprolol tartrate 25mg TAB,Withdrawal,17
9L0J5B9EOGMU,1,2020-10-12,metoprolol tartrate 25mg TAB,Withdrawal,16
QS3CYBRMCG4I,1,2020-10-12,metoprolol tartrate 25mg TAB,Withdrawal,13
2MATDGM0SVEC,1,2020-10-12,metoprolol tartrate 25mg TAB,Withdrawal,12
8CO55A49G0A8,1,2020-10-13,metoprolol tartrate 25mg TAB,Withdrawal,9
VSLUOIY6QZZA,1,2020-10-13,metoprolol tartrate 25mg TAB,Withdrawal,8
2657S9ITRP9L,1,2020-10-13,metoprolol tartrate 25mg TAB,Withdrawal,7
9CAENX5DVYKF,1,2020-10-14,metoprolol tartrate 25mg TAB,Withdrawal,5
VGJDNWRG7497,1,2020-10-14,metoprolol tartrate 25mg TAB,Withdrawal,3
WA20IZ0H6ARV,1,2020-10-14,metoprolol tartrate 25mg TAB,Withdrawal,2
BYAVHEXCZ6Q5,1,2020-10-15,metoprolol tartrate 25mg TAB,Withdrawal,0
K3ZOOI73H614,1,2020-10-15,metoprolol tartrate 25mg TAB,Refill,30
BIF1E8NDA48C,1,2020-10-15,metoprolol tartrate 25mg TAB,Withdrawal,29
SUXQ2S8GD4S3,1,2020-10-16,metoprolol tartrate 25mg TAB,Withdrawal,28
5QKTT8TS1NN0,1,2020-10-16,metoprolol tartrate 25mg TAB,Withdrawal,25
2D0PIQ0MOUDA,1,2020-10-16,metoprolol tartrate 25mg TAB,Withdrawal,22
4MAFH0WYNMKV,1,2020-10-16,metoprolol tartrate 25mg TAB,Withdrawal,20
OXUIMZHXWPFF,1,2020-10-17,metoprolol tartrate 25mg TAB,Withdrawal,17
MYVVE95HIJMP,1,2020-10-17,metoprolol tartrate 25mg TAB,Withdrawal,16
9J80LDF8QZD8,1,2020-10-17,metoprolol tartrate 25mg TAB,Withdrawal,15
9O8OLGSJDGCF,1,2020-10-18,metoprolol tartrate 25mg TAB,Withdrawal,14
8DURNZ2W10VC,1,2020-10-18,metoprolol tartrate 25mg TAB,Withdrawal,11
KY572YRAUJE0,1,2020-10-18,metoprolol tartrate 25mg TAB,Withdrawal,9
4HBD8LZYI215,1,2020-10-19,metoprolol tartrate 25mg TAB,Withdrawal,6
8XJ662YKLLAV,1,2020-10-19,metoprolol tartrate 25mg TAB,Withdrawal,3
JCZ1ZZ8R9V8A,1,2020-10-19,metoprolol tartrate 25mg TAB,Withdrawal,0
FLE7NC80DXCY,1,2020-10-19,metoprolol tartrate 25mg TAB,Refill,30
L5N6W8H2CYFH,1,2020-10-20,metoprolol tartrate 25mg TAB,Withdrawal,29
BQPDUETV8P59,1,2020-10-20,metoprolol tartrate 25mg TAB,Withdrawal,28
B4NACT3FNLVD,1,2020-10-20,metoprolol tartrate 25mg TAB,Withdrawal,26
S59GUM7SG6QA,1,2020-10-21,metoprolol tartrate 25mg TAB,Withdrawal,25
5A6TIO7JVN9O,1,2020-10-21,metoprolol tartrate 25mg TAB,Withdrawal,22
1RVQ3CVI8V75,1,2020-10-21,metoprolol tartrate 25mg TAB,Withdrawal,19
3P7JXTVIONFT,1,2020-10-22,metoprolol tartrate 25mg TAB,Withdrawal,18
YC7EAXCMAUD5,1,2020-10-22,metoprolol tartrate 25mg TAB,Withdrawal,17
NBEW4PAOID6G,1,2020-10-22,metoprolol tartrate 25mg TAB,Withdrawal,14
CSZ632YO5UIQ,1,2020-10-23,metoprolol tartrate 25mg TAB,Withdrawal,12
752PSIOFFYO4,1,2020-10-23,metoprolol tartrate 25mg TAB,Withdrawal,11
0KIDJOHCBMNY,1,2020-10-23,metoprolol tartrate 25mg TAB,Withdrawal,9
UGXHGV2QYUQ9,1,2020-10-23,metoprolol tartrate 25mg TAB,Withdrawal,6
WS8KJ2ERFDLR,1,2020-10-24,metoprolol tartrate 25mg TAB,Withdrawal,5
VK0Y6MBNEL4F,1,2020-10-24,metoprolol tartrate 25mg TAB,Withdrawal,4
RZPLWQWZK5SF,1,2020-10-24,metoprolol tartrate 25mg TAB,Withdrawal,2
7K7OFTN4WWME,1,2020-10-25,metoprolol tartrate 25mg TAB,Withdrawal,0
2AHBMF762KH8,1,2020-10-25,metoprolol tartrate 25mg TAB,Refill,30
QBG2JH00OWNU,1,2020-10-25,metoprolol tartrate 25mg TAB,Withdrawal,28
LXSRCWCBR66U,1,2020-10-26,metoprolol tartrate 25mg TAB,Withdrawal,26
QNR7YXRH8HD3,1,2020-10-26,metoprolol tartrate 25mg TAB,Withdrawal,24
GRL97N5IG5BV,1,2020-10-26,metoprolol tartrate 25mg TAB,Withdrawal,22
XIQ96WHX48CU,1,2020-10-26,metoprolol tartrate 25mg TAB,Withdrawal,19
F7YWZAJ5G5GF,1,2020-10-27,metoprolol tartrate 25mg TAB,Withdrawal,18
3XNKPT8OWUMS,1,2020-10-27,metoprolol tartrate 25mg TAB,Withdrawal,15
6AUCP7TIGM5J,1,2020-10-27,metoprolol tartrate 25mg TAB,Withdrawal,14
KR7XDA8P7JCB,1,2020-10-28,metoprolol tartrate 25mg TAB,Withdrawal,11
41CSPN14M4CL,1,2020-10-28,metoprolol tartrate 25mg TAB,Withdrawal,9
CSRCCDGJVKLO,1,2020-10-28,metoprolol tartrate 25mg TAB,Withdrawal,6
FH5LJDYJ8CRQ,1,2020-10-29,metoprolol tartrate 25mg TAB,Withdrawal,4
7MF2FBZFFILP,1,2020-10-29,metoprolol tartrate 25mg TAB,Withdrawal,3
I1DOR4Q7Y61I,1,2020-10-29,metoprolol tartrate 25mg TAB,Withdrawal,0
30KRU6YPVPAX,1,2020-10-30,metoprolol tartrate 25mg TAB,Refill,30
SV9X3HRX5ZOQ,1,2020-10-30,metoprolol tartrate 25mg TAB,Withdrawal,28
DICT0U08WWWO,1,2020-10-30,metoprolol tartrate 25mg TAB,Withdrawal,27
TRFPHD5D5BHZ,1,2020-10-30,metoprolol tartrate 25mg TAB,Withdrawal,26
2BHWCB0GPYQY,1,2020-10-31,metoprolol tartrate 25mg TAB,Withdrawal,24
NN2IZG918W7Q,1,2020-10-31,metoprolol tartrate 25mg TAB,Withdrawal,21
QEREPJKO9P8M,1,2020-10-31,metoprolol tartrate 25mg TAB,Withdrawal,19
0SXW0FG9QBQ4,1,2020-11-01,metoprolol tartrate 25mg TAB,Withdrawal,16
3LNW73532C46,1,2020-11-01,metoprolol tartrate 25mg TAB,Withdrawal,15
SUVIBTBNIPGR,1,2020-11-01,metoprolol tartrate 25mg TAB,Withdrawal,12
EWFOMY4WJKSN,1,2020-11-02,metoprolol tartrate 25mg TAB,Withdrawal,9
NI3FGMSOBWZ3,1,2020-11-02,metoprolol tartrate 25mg TAB,Withdrawal,6
U2FS2R57Z43J,1,2020-11-02,metoprolol tartrate 25mg TAB,Withdrawal,5
L2USY76FE8YM,1,2020-11-03,metoprolol tartrate 25mg TAB,Withdrawal,2
BCWY8HIGOJMW,1,2020-11-03,metoprolol tartrate 25mg TAB,Withdrawal,0
9VQ0OI96AHD2,1,2020-11-03,metoprolol tartrate 25mg TAB,Refill,30
L9GGKQ1DN6RP,1,2020-11-03,metoprolol tartrate 25mg TAB,Withdrawal,29
ZCDRXNK273MX,1,2020-11-04,metoprolol tartrate 25mg TAB,Withdrawal,27
B6K35J1RN1FC,1,2020-11-04,metoprolol tartrate 25mg TAB,Withdrawal,26
2ZS3S1WW6Y46,1,2020-11-04,metoprolol tartrate 25mg TAB,Withdrawal,24
T3KKNX70UIGR,1,2020-11-05,metoprolol tartrate 25mg TAB,Withdrawal,23
