TransactionID,Machine,Day,Medication,Type,AmtRemaining
QI5XWBQOPW27,1,2020-11-11,ibuprofen 200mg TAB,Withdrawal,11
8RKIJTFN2NJM,1,2020-11-11,ibuprofen 200mg TAB,Withdrawal,8
DJ52N6YHT3HJ,1,2020-11-12,ibuprofen 200mg TAB,Withdrawal,7
Z1A1NTBW3VPH,1,2020-11-12,ibuprofen 200mg TAB,Withdrawal,5
ZDUDHCO17LJ5,1,2020-11-12,ibuprofen 200mg TAB,Withdrawal,3
X3LLAITN6PG4,1,2020-11-12,ibuprofen 200mg TAB,Withdrawal,1
RVMO8GKU02Y4,1,2020-11-13,ibuprofen 200mg TAB,Withdrawal,0
USQSB6XAT63W,1,2020-11-13,ibuprofen 200mg TAB,Refill,30
7UCEX8FPU4RI,1,2020-11-13,ibuprofen 200mg TAB,Withdrawal,29
IUGUA8YJX4EI,1,2020-11-13,ibuprofen 200mg TAB,Withdrawal,28
PM4S5LM06MUR,1,2020-11-14,ibuprofen 200mg TAB,Withdrawal,27
MK0RXIBYMWMF,1,2020-11-14,ibuprofen 200mg TAB,Withdrawal,25
U6VO6NSK1JI5,1,2020-11-14,ibuprofen 200mg TAB,Withdrawal,22
3VL3VNESWWH5,1,2020-11-14,ibuprofen 200mg TAB,Withdrawal,19
76X72AKL4DH9,1,2020-11-15,ibuprofen 200mg TAB,Withdrawal,18
9B31C5VQTR6H,1,2020-11-15,ibuprofen 200mg TAB,Withdrawal,16
QNJ8U1OC9WFV,1,2020-11-15,ibuprofen 200mg TAB,Withdrawal,13
CO8VLN82X2D1,1,2020-11-15,ibuprofen 200mg TAB,Withdrawal,11
O734NXHKJT4X,1,2020-11-16,ibuprofen 200mg TAB,Withdrawal,9
O5GRL3FMDX6P,1,2020-11-16,ibuprofen 200mg TAB,Withdrawal,6
817AXDM07QZ4,1,2020-11-16,ibuprofen 200mg TAB,Withdrawal,4
WES32PTPPG1U,1,2020-11-16,ibuprofen 200mg TAB,Withdrawal,3
D1HSWLMPGKUX,1,2020-11-17,ibuprofen 200mg TAB,Withdrawal,2
JWG5IRGOO7OC,1,2020-11-17,ibuprofen 200mg TAB,Withdrawal,1
32CYVHDQC1GM,1,2020-11-17,ibuprofen 200mg TAB,Withdrawal,0
OJV2KR44TS23,1,2020-11-17,ibuprofen 200mg TAB,Refill,30
XR4RZP0APVO1,1,2020-11-18,ibuprofen 200mg TAB,Withdrawal,28
94C9Z6WAJ2ZB,1,2020-11-18,ibuprofen 200mg TAB,Withdrawal,25
7ZG13P59UU67,1,2020-11-18,ibuprofen 200mg TAB,Withdrawal,22
OMNAHQSIHCRB,1,2020-11-18,ibuprofen 200mg TAB,Withdrawal,19
JW7ZHP0SMSJ5,1,2020-11-19,ibuprofen 200mg TAB,Withdrawal,18
TC1C5AHWT72Y,1,2020-11-19,ibuprofen 200mg TAB,Withdrawal,16
27BZOXUP8J26,1,2020-11-19,ibuprofen 200mg TAB,Withdrawal,14
CVNHBEZ1DRAG,1,2020-11-19,ibuprofen 200mg TAB,Withdrawal,13
2VMPAKVVXRHS,1,2020-11-20,ibuprofen 200mg TAB,Withdrawal,12
NXOSQHMA6KRP,1,2020-11-20,ibuprofen 200mg TAB,Withdrawal,11
OJDR82UKCMIH,1,2020-11-20,ibuprofen 200mg TAB,Withdrawal,8
RKXKC4NB2T91,1,2020-11-20,ibuprofen 200mg TAB,Withdrawal,5
F4ZFJIXCW9G7,1,2020-11-21,ibuprofen 200mg TAB,Withdrawal,2
GYK01V4SWZ31,1,2020-11-21,ibuprofen 200mg TAB,Withdrawal,0
V0KEH3F03C15,1,2020-11-21,ibuprofen 200mg TAB,Refill,30
G8CK6TGP1ZG5,1,2020-11-21,ibuprofen 200mg TAB,Withdrawal,28
3SIK6FAHT67X,1,2020-11-22,ibuprofen 200mg TAB,Withdrawal,26
4SJV067JEXCU,1,2020-11-22,ibuprofen 200mg TAB,Withdrawal,23
UJ0O8AXUERIL,1,2020-11-22,ibuprofen 200mg TAB,Withdrawal,21
FDZX599TXU0X,1,2020-11-22,ibuprofen 200mg TAB,Withdrawal,19
LCV8ZRLPX98O,1,2020-11-23,ibuprofen 200mg TAB,Withdrawal,17
PNVURNCXW7A5,1,2020-11-23,ibuprofen 200mg TAB,Withdrawal,14
1UJZ0XPSZ6W7,1,2020-11-23,ibuprofen 200mg TAB,Withdrawal,13
7YAHXYB2A7IM,1,2020-11-23,ibuprofen 200mg TAB,Withdrawal,11
MC81CKIHSA7U,1,2020-11-24,ibuprofen 200mg TAB,Withdrawal,8
ZJRCV2AJUFF1,1,2020-11-24,ibuprofen 200mg TAB,Withdrawal,7
O5WVDIYN5Q39,1,2020-11-24,ibuprofen 200mg TAB,Withdrawal,4
L8V58IYG8K6G,1,2020-11-24,ibuprofen 200mg TAB,Withdrawal,3
ZGWH93JZEV1W,1,2020-11-24,ibuprofen 200mg TAB,Withdrawal,0
QNXXLPM137M2,1,2020-11-25,ibuprofen 200mg TAB,Refill,30
R0VL5E7LOSQB,1,2020-11-25,ibuprofen 200mg TAB,Withdrawal,29
G0FOTTNQ98WX,1,2020-11-25,ibuprofen 200mg TAB,Withdrawal,26
RWA0Z2CMV97R,1,2020-11-25,ibuprofen 200mg TAB,Withdrawal,25
MIWCSNG96NHC,1,2020-11-26,ibuprofen 200mg TAB,Withdrawal,22
ASC6OTG1YLDS,1,2020-11-26,ibuprofen 200mg TAB,Withdrawal,21
67GBXI2S2N5V,1,2020-11-26,ibuprofen 200mg TAB,Withdrawal,19
BKFOZ5U5GVJH,1,2020-11-26,ibuprofen 200mg TAB,Withdrawal,18
PETT5SGZT193,1,2020-11-27,ibuprofen 200mg TAB,Withdrawal,16
QM97VOHX36DO,1,2020-11-27,ibuprofen 200mg TAB,Withdrawal,15
43BJ8BGBIZHX,1,2020-11-27,ibuprofen 200mg TAB,Withdrawal,13
MKF8PVWKZZQN,1,2020-11-27,ibuprofen 200mg TAB,Withdrawal,10
NGL9HWIDD1O5,1,2020-11-28,ibuprofen 200mg TAB,Withdrawal,9
9GCUEB1IKJQJ,1,2020-11-28,ibuprofen 200mg TAB,Withdrawal,8
Z69SI9ON893T,1,2020-11-28,ibuprofen 200mg TAB,Withdrawal,7
6IP3NUNJCZ9K,1,2020-11-28,ibuprofen 200mg TAB,Withdrawal,4
MJTLEY6WRGYA,1,2020-11-29,ibuprofen 200mg TAB,Withdrawal,1
FZDA3FRUZT7G,1,2020-11-29,ibuprofen 200mg TAB,Withdrawal,0
LT97NJOHDFDT,1,2020-11-29,ibuprofen 200mg TAB,Refill,30
PCJXFU5BICRX,1,2020-11-29,ibuprofen 200mg TAB,Withdrawal,29
6OYPUBI9UCH3,1,2020-11-30,ibuprofen 200mg TAB,Withdrawal,26
386ZOACO5PIZ,1,2020-11-30,ibuprofen 200mg TAB,Withdrawal,24
A2SKVFFZ55WN,1,2020-11-30,ibuprofen 200mg TAB,Withdrawal,22
FRZR9GBQW3IS,1,2020-11-30,ibuprofen 200mg TAB,Withdrawal,20
YCMDB4QDUK6I,1,2020-12-01,ibuprofen 200mg TAB,Withdrawal,19
L2NOMUG6LN74,1,2020-12-01,ibuprofen 200mg TAB,Withdrawal,17
7K5XW2Z56JF9,1,2020-12-01,ibuprofen 200mg TAB,Withdrawal,16
IFCQJH80BXH6,1,2020-12-01,ibuprofen 200mg TAB,Withdrawal,13
DV9BNX3SN0R8,1,2020-12-02,ibuprofen 200mg TAB,Withdrawal,11
V07UBX86NTF6,1,2020-12-02,ibuprofen 200mg TAB,Withdrawal,9
TJ6GERP966GV,1,2020-12-02,ibuprofen 200mg TAB,Withdrawal,7
OG7MPE2JIDTE,1,2020-12-02,ibuprofen 200mg TAB,Withdrawal,6
D0X16WC5U7GE,1,2020-12-03,ibuprofen 200mg TAB,Withdrawal,4
SABHZQRYX9R7,1,2020-12-03,ibuprofen 200mg TAB,Withdrawal,2
QE2NBU5MG9OY,1,2020-12-03,ibuprofen 200mg TAB,Withdrawal,0
OR4LNW4Z8CA9,1,2020-12-03,ibuprofen 200mg TAB,Refill,30
J4BZ3NL41XPI,1,2020-12-04,ibuprofen 200mg TAB,Withdrawal,27
108YGYN2UP47,1,2020-12-04,ibuprofen 200mg TAB,Withdrawal,26
9L1GXBOMVI99,1,2020-12-04,ibuprofen 200mg TAB,Withdrawal,24
Y6ALIUP4AKOG,1,2020-12-04,ibuprofen 200mg TAB,Withdrawal,23
714ZO0AKZX3P,1,2020-12-05,ibuprofen 200mg TAB,Withdrawal,22
T29XU3CZDASK,1,2020-12-05,ibuprofen 200mg TAB,Withdrawal,19
SCSQGIYEC7PX,1,2020-12-05,ibuprofen 200mg TAB,Withdrawal,17
RN5WRJQ7TSVB,1,2020-12-05,ibuprofen 200mg TAB,Withdrawal,15
BZOSIMG0GUHL,1,2020-12-06,ibuprofen 200mg TAB,Withdrawal,14
VW6KB4CJ2ZC9,1,2020-12-06,ibuprofen 200mg TAB,Withdrawal,13
JKP327BGG6WR,1,2020-12-06,ibuprofen 200mg TAB,Withdrawal,10
PC385VNXXBY5,1,2020-12-06,ibuprofen 200mg TAB,Withdrawal,9
AWN9B6W34POW,1,2020-12-07,ibuprofen 200mg TAB,Withdrawal,8
U7KPDD0SAPQ4,1,2020-12-07,ibuprofen 200mg TAB,Withdrawal,6
1JJB755Q0L7N,1,2020-12-07,ibuprofen 200mg TAB,Withdrawal,3
A3YTJ2PI8SOD,1,2020-12-07,ibuprofen 200mg TAB,Withdrawal,0
ZJGB183C0ZGY,1,2020-12-08,ibuprofen 200mg TAB,Refill,30
QF5G8I46VFWF,1,2020-12-08,ibuprofen 200mg TAB,Withdrawal,27
FDQ8LJ0GNU7R,1,2020-12-08,ibuprofen 200mg TAB,Withdrawal,25
CHN5FN2NH0TE,1,2020-12-08,ibuprofen 200mg TAB,Withdrawal,24
4G7HAUF3OT5J,1,2020-12-09,ibuprofen 200mg TAB,Withdrawal,21
0J881ZKWN7PK,1,2020-12-09,ibuprofen 200mg TAB,Withdrawal,19
NV04PJAKKN5P,1,2020-12-09,ibuprofen 200mg TAB,Withdrawal,17
B4TU0GKYCF88,1,2020-12-09,ibuprofen 200mg TAB,Withdrawal,15
KDNQI2S0LOHG,1,2020-12-10,ibuprofen 200mg TAB,Withdrawal,14
P6N1Q5FO9HKR,1,2020-12-10,ibuprofen 200mg TAB,Withdrawal,12
17QBPA6NQLOC,1,2020-12-10,ibuprofen 200mg TAB,Withdrawal,10
ELBB9TV1CSMA,1,2020-12-10,ibuprofen 200mg TAB,Withdrawal,8
NGSUZROJ897E,1,2020-12-11,ibuprofen 200mg TAB,Withdrawal,7
NHOI04S876KI,1,2020-12-11,ibuprofen 200mg TAB,Withdrawal,6
KVNQAI30GLVM,1,2020-12-11,ibuprofen 200mg TAB,Withdrawal,5
HD3ZXQ1IOOTK,1,2020-12-11,ibuprofen 200mg TAB,Withdrawal,2
4QS68BFR20ZN,1,2020-12-12,ibuprofen 200mg TAB,Withdrawal,0
KSMS783OH8E5,1,2020-12-12,ibuprofen 200mg TAB,Refill,30
HEZNFYNB164W,1,2020-12-12,ibuprofen 200mg TAB,Withdrawal,28
5P0D4B78F06R,1,2020-12-12,ibuprofen 200mg TAB,Withdrawal,27
MVMT27CNUNYM,1,2020-12-13,ibuprofen 200mg TAB,Withdrawal,25
DINWHEBWE6HE,1,2020-12-13,ibuprofen 200mg TAB,Withdrawal,23
AHFD5CCAG1AJ,1,2020-12-13,ibuprofen 200mg TAB,Withdrawal,22
SUBA2B9299SK,1,2020-12-13,ibuprofen 200mg TAB,Withdrawal,21
O4TPVG9O7TFW,1,2020-12-13,ibuprofen 200mg TAB,Withdrawal,20
05H06H7DP1BG,1,2020-12-14,ibuprofen 200mg TAB,Withdrawal,18
FYOEH5IYL1I0,1,2020-12-14,ibuprofen 200mg TAB,Withdrawal,16
E8EHSF9NPRUX,1,2020-12-14,ibuprofen 200mg TAB,Withdrawal,13
O6HRHVSBRZ71,1,2020-12-14,ibuprofen 200mg TAB,Withdrawal,11
5A4X0CVLJVXT,1,2020-12-15,ibuprofen 200mg TAB,Withdrawal,9
K63JYPT0XCQO,1,2020-12-15,ibuprofen 200mg TAB,Withdrawal,8
1MPKLPD7PJWA,1,2020-12-15,ibuprofen 200mg TAB,Withdrawal,7
9ELA63R5ASWF,1,2020-12-15,ibuprofen 200mg TAB,Withdrawal,5
LN5UP8XF09TF,1,2020-12-16,ibuprofen 200mg TAB,Withdrawal,2
E6ORF8F0LW0H,1,2020-12-16,ibuprofen 200mg TAB,Withdrawal,1
4BRM7OFJL9RU,1,2020-12-16,ibuprofen 200mg TAB,Withdrawal,0
S55KK489XKOF,1,2020-12-16,ibuprofen 200mg TAB,Refill,30
B0YFDJP1SFBO,1,2020-12-17,ibuprofen 200mg TAB,Withdrawal,27
DT9PZ41EHO9Q,1,2020-12-17,ibuprofen 200mg TAB,Withdrawal,24
F3T2OJGQ3HKW,1,2020-12-17,ibuprofen 200mg TAB,Withdrawal,23
HEBJCFHM5XD2,1,2020-12-17,ibuprofen 200mg TAB,Withdrawal,21
D5F77IQG9806,1,2020-12-18,ibuprofen 200mg TAB,Withdrawal,19
DBTXV252GBBF,1,2020-12-18,ibuprofen 200mg TAB,Withdrawal,18
CLP7MFMCOMGS,1,2020-12-18,ibuprofen 200mg TAB,Withdrawal,17
HYH30RPNQX3L,1,2020-12-18,ibuprofen 200mg TAB,Withdrawal,15
EESE99BLEV8N,1,2020-12-19,ibuprofen 200mg TAB,Withdrawal,12
IGAMYH9FPH30,1,2020-12-19,ibuprofen 200mg TAB,Withdrawal,11
RE8HWEF7XEFD,1,2020-12-19,ibuprofen 200mg TAB,Withdrawal,9
E3UPIE7JFYQW,1,2020-12-19,ibuprofen 200mg TAB,Withdrawal,6
04H4VG61AHQ2,1,2020-12-20,ibuprofen 200mg TAB,Withdrawal,4
363DB8ZWLP5I,1,2020-12-20,ibuprofen 200mg TAB,Withdrawal,3
7AQOL6QOCD2O,1,2020-12-20,ibuprofen 200mg TAB,Withdrawal,0
G3JAJ9XUQO1Q,1,2020-12-20,ibuprofen 200mg TAB,Refill,30
LCOLGBWMML63,1,2020-12-21,ibuprofen 200mg TAB,Withdrawal,28
HJJTER0YYEMC,1,2020-12-21,ibuprofen 200mg TAB,Withdrawal,25
D02WSTWIJ5SH,1,2020-12-21,ibuprofen 200mg TAB,Withdrawal,22
LNUY8F5I1UBU,1,2020-12-21,ibuprofen 200mg TAB,Withdrawal,20
XLX8F5NVV0CI,1,2020-12-22,ibuprofen 200mg TAB,Withdrawal,19
ZO3GP0VVS4KA,1,2020-12-22,ibuprofen 200mg TAB,Withdrawal,16
SXLYLNHO7RLD,1,2020-12-22,ibuprofen 200mg TAB,Withdrawal,13
8B23UE5X4RY3,1,2020-12-22,ibuprofen 200mg TAB,Withdrawal,10
ODW864E9TTHC,1,2020-12-23,ibuprofen 200mg TAB,Withdrawal,8
G8BJXKPVLSUD,1,2020-12-23,ibuprofen 200mg TAB,Withdrawal,6
V6GJVP83NXN8,1,2020-12-23,ibuprofen 200mg TAB,Withdrawal,3
CKPCMLXYBLRG,1,2020-12-23,ibuprofen 200mg TAB,Withdrawal,0
T8X8Y1AYUXZ1,1,2020-12-24,ibuprofen 200mg TAB,Refill,30
ATBGK7TVMAIF,1,2020-12-24,ibuprofen 200mg TAB,Withdrawal,27
KMDD2PWZOX09,1,2020-12-24,ibuprofen 200mg TAB,Withdrawal,25
BSWGW8M2GEQO,1,2020-12-24,ibuprofen 200mg TAB,Withdrawal,22
XAKOMT5OJ840,1,2020-12-25,ibuprofen 200mg TAB,Withdrawal,20
9L0AIEU7YMG3,1,2020-12-25,ibuprofen 200mg TAB,Withdrawal,17
KGSJDXTFX1TK,1,2020-12-25,ibuprofen 200mg TAB,Withdrawal,16
AEF808WAKXSP,1,2020-12-25,ibuprofen 200mg TAB,Withdrawal,13
FQNEF3WLPYHS,1,2020-12-26,ibuprofen 200mg TAB,Withdrawal,10
JZEAWETKJBL7,1,2020-12-26,ibuprofen 200mg TAB,Withdrawal,8
H80740G8TLR9,1,2020-12-26,ibuprofen 200mg TAB,Withdrawal,6
HY7V26QV06RC,1,2020-12-26,ibuprofen 200mg TAB,Withdrawal,3
JIW0XAF0NV1M,1,2020-12-27,ibuprofen 200mg TAB,Withdrawal,0
O22LLMKMYM1C,1,2020-12-27,ibuprofen 200mg TAB,Refill,30
3VZHI02CK1LF,1,2020-12-27,ibuprofen 200mg TAB,Withdrawal,27
LN5ABZAN5YFZ,1,2020-12-27,ibuprofen 200mg TAB,Withdrawal,24
ZMO6C3F6921M,1,2020-12-28,ibuprofen 200mg TAB,Withdrawal,22
7D8VJI41MLSM,1,2020-12-28,ibuprofen 200mg TAB,Withdrawal,21
4D1ILXZZFNTF,1,2020-12-28,ibuprofen 200mg TAB,Withdrawal,18
4046MAAIHATQ,1,2020-12-28,ibuprofen 200mg TAB,Withdrawal,17
ZQSXVC43VPE7,1,2020-12-29,ibuprofen 200mg TAB,Withdrawal,15
FOKVIL9HV4MT,1,2020-12-29,ibuprofen 200mg TAB,Withdrawal,14
A4LRHHQPH99F,1,2020-12-29,ibuprofen 200mg TAB,Withdrawal,12
8A136G0WMQE9,1,2020-12-29,ibuprofen 200mg TAB,Withdrawal,9
V2AT2OVQIPJZ,1,2020-12-30,ibuprofen 200mg TAB,Withdrawal,8
7BL9KOU5QNWK,1,2020-12-30,ibuprofen 200mg TAB,Withdrawal,7
I9XB6IB4QBAB,1,2020-12-30,ibuprofen 200mg TAB,Withdrawal,5
8GBAG0VXBHRE,1,2020-12-30,ibuprofen 200mg TAB,Withdrawal,4
JK7UGLUZ4CE6,1,2020-12-31,ibuprofen 200mg TAB,Withdrawal,2
TB0JM2T5CZE8,1,2020-12-31,ibuprofen 200mg TAB,Withdrawal,0
C3ZTJZMJTVN4,1,2020-12-31,ibuprofen 200mg TAB,Refill,30
57RGCD23WPYP,1,2020-01-01,ibuprofen 400mg TAB,Withdrawal,29
KI2JPAQOHIGS,1,2020-01-01,ibuprofen 400mg TAB,Withdrawal,28
S415N6V1V2WP,1,2020-01-02,ibuprofen 400mg TAB,Withdrawal,27
EN7MCF5JZDB5,1,2020-01-02,ibuprofen 400mg TAB,Withdrawal,24
GRMOSWX2HX1O,1,2020-01-02,ibuprofen 400mg TAB,Withdrawal,22
LGQJYTY2R81R,1,2020-01-02,ibuprofen 400mg TAB,Withdrawal,20
UR2UBUCLJXIA,1,2020-01-02,ibuprofen 400mg TAB,Withdrawal,19
WHHCIMA0DRQJ,1,2020-01-03,ibuprofen 400mg TAB,Withdrawal,16
R3X9PWSHUE1L,1,2020-01-03,ibuprofen 400mg TAB,Withdrawal,15
9P61Q2DFCJV5,1,2020-01-03,ibuprofen 400mg TAB,Withdrawal,14
VNRYN8JS350W,1,2020-01-03,ibuprofen 400mg TAB,Withdrawal,12
C1BCBG7TRLE2,1,2020-01-04,ibuprofen 400mg TAB,Withdrawal,9
WJPFXJAO4QI4,1,2020-01-04,ibuprofen 400mg TAB,Withdrawal,8
X1ZIPQBAD9B1,1,2020-01-04,ibuprofen 400mg TAB,Withdrawal,6
DMC7L4JIZMVP,1,2020-01-04,ibuprofen 400mg TAB,Withdrawal,3
2VT6VEEHPMVS,1,2020-01-04,ibuprofen 400mg TAB,Withdrawal,0
R280KVYUEGFG,1,2020-01-05,ibuprofen 400mg TAB,Refill,30
V04AJD7BVJE1,1,2020-01-05,ibuprofen 400mg TAB,Withdrawal,29
HL1LI2MFW8XP,1,2020-01-05,ibuprofen 400mg TAB,Withdrawal,28
2Y9939NJJ5KA,1,2020-01-05,ibuprofen 400mg TAB,Withdrawal,27
L0XBAYUFIQ6A,1,2020-01-05,ibuprofen 400mg TAB,Withdrawal,24
D9OVK69MLL67,1,2020-01-06,ibuprofen 400mg TAB,Withdrawal,22
BPG3QPVEJMC4,1,2020-01-06,ibuprofen 400mg TAB,Withdrawal,20
90UU02Y6DFMT,1,2020-01-06,ibuprofen 400mg TAB,Withdrawal,17
8MC8P6P4H3V1,1,2020-01-06,ibuprofen 400mg TAB,Withdrawal,16
YJR5IFHESI6N,1,2020-01-07,ibuprofen 400mg TAB,Withdrawal,15
XO7X13KAI4CE,1,2020-01-07,ibuprofen 400mg TAB,Withdrawal,12
DOH2VQRI19AB,1,2020-01-07,ibuprofen 400mg TAB,Withdrawal,9
3RRKM0ZORHZR,1,2020-01-07,ibuprofen 400mg TAB,Withdrawal,6
EP6VZ83QZEIH,1,2020-01-07,ibuprofen 400mg TAB,Withdrawal,4
X0YUDP03GOW7,1,2020-01-08,ibuprofen 400mg TAB,Withdrawal,3
GOXKPITQ5XND,1,2020-01-08,ibuprofen 400mg TAB,Withdrawal,2
ZQGOJFHD9WS4,1,2020-01-08,ibuprofen 400mg TAB,Withdrawal,1
74KTLN09LGPS,1,2020-01-08,ibuprofen 400mg TAB,Withdrawal,0
T96JPQ6AXH2Z,1,2020-01-08,ibuprofen 400mg TAB,Refill,30
NYNB3R3LS5W9,1,2020-01-09,ibuprofen 400mg TAB,Withdrawal,27
Y92QSGJ273X4,1,2020-01-09,ibuprofen 400mg TAB,Withdrawal,26
B8U5QNOWQN17,1,2020-01-09,ibuprofen 400mg TAB,Withdrawal,25
IVJBC130X12J,1,2020-01-09,ibuprofen 400mg TAB,Withdrawal,22
BEGDG3IUCVWB,1,2020-01-10,ibuprofen 400mg TAB,Withdrawal,19
685G7OARFEKN,1,2020-01-10,ibuprofen 400mg TAB,Withdrawal,16
TGPWAIBAAK9E,1,2020-01-10,ibuprofen 400mg TAB,Withdrawal,14
MS355U42GOSA,1,2020-01-10,ibuprofen 400mg TAB,Withdrawal,11
7ZQ4HZ35WYP6,1,2020-01-10,ibuprofen 400mg TAB,Withdrawal,8
GT9S7D69GXX1,1,2020-01-11,ibuprofen 400mg TAB,Withdrawal,6
9WKDKACGDCSH,1,2020-01-11,ibuprofen 400mg TAB,Withdrawal,4
RIXRLL8DKSJG,1,2020-01-11,ibuprofen 400mg TAB,Withdrawal,2
3886M9NY2E3J,1,2020-01-11,ibuprofen 400mg TAB,Withdrawal,0
W6G6XSQVP6A6,1,2020-01-11,ibuprofen 400mg TAB,Refill,30
GT7U8L474VWK,1,2020-01-12,ibuprofen 400mg TAB,Withdrawal,27
MOK54CZN06HD,1,2020-01-12,ibuprofen 400mg TAB,Withdrawal,24
M60LLG3U5GYZ,1,2020-01-12,ibuprofen 400mg TAB,Withdrawal,23
4HJFHNTDQQ2U,1,2020-01-12,ibuprofen 400mg TAB,Withdrawal,20
RZRSED1G9IAF,1,2020-01-12,ibuprofen 400mg TAB,Withdrawal,18
Y71JP105XO7K,1,2020-01-13,ibuprofen 400mg TAB,Withdrawal,17
94O3R3XAK1N8,1,2020-01-13,ibuprofen 400mg TAB,Withdrawal,14
PN5UTGUHAQLF,1,2020-01-13,ibuprofen 400mg TAB,Withdrawal,13
L9R6VQKJDISS,1,2020-01-13,ibuprofen 400mg TAB,Withdrawal,11
M6LNHL0U9HN5,1,2020-01-14,ibuprofen 400mg TAB,Withdrawal,9
F4RFL6XLRGZ7,1,2020-01-14,ibuprofen 400mg TAB,Withdrawal,6
R0JUTSF46TBZ,1,2020-01-14,ibuprofen 400mg TAB,Withdrawal,4
25CQW0XWT24P,1,2020-01-14,ibuprofen 400mg TAB,Withdrawal,2
C9N2CNCDKY03,1,2020-01-14,ibuprofen 400mg TAB,Withdrawal,0
KDWP58HSJU9G,1,2020-01-15,ibuprofen 400mg TAB,Refill,30
0GDV64OZFZKD,1,2020-01-15,ibuprofen 400mg TAB,Withdrawal,27
9M5HKE8OSZ46,1,2020-01-15,ibuprofen 400mg TAB,Withdrawal,24
VFID07LGFMBO,1,2020-01-15,ibuprofen 400mg TAB,Withdrawal,23
EC99BMDRSZPA,1,2020-01-15,ibuprofen 400mg TAB,Withdrawal,20
LV36CMJ009PQ,1,2020-01-16,ibuprofen 400mg TAB,Withdrawal,17
WKSWYULPW7KQ,1,2020-01-16,ibuprofen 400mg TAB,Withdrawal,14
V4AXBCA2YMR3,1,2020-01-16,ibuprofen 400mg TAB,Withdrawal,13
1ESY5ZQOCFNF,1,2020-01-16,ibuprofen 400mg TAB,Withdrawal,10
049503LH1VAH,1,2020-01-17,ibuprofen 400mg TAB,Withdrawal,8
C4U4WPG2MB8P,1,2020-01-17,ibuprofen 400mg TAB,Withdrawal,5
2KDVJFP2WHUM,1,2020-01-17,ibuprofen 400mg TAB,Withdrawal,3
NMDVC110HISG,1,2020-01-17,ibuprofen 400mg TAB,Withdrawal,1
LJB8RTWP1K7Z,1,2020-01-17,ibuprofen 400mg TAB,Withdrawal,0
OJ672DJMJTAN,1,2020-01-18,ibuprofen 400mg TAB,Refill,30
XBUY3VOUFDSE,1,2020-01-18,ibuprofen 400mg TAB,Withdrawal,28
TBJGK1KOWX85,1,2020-01-18,ibuprofen 400mg TAB,Withdrawal,27
PCXFGCKFDL5N,1,2020-01-18,ibuprofen 400mg TAB,Withdrawal,25
IMXEW3PAP7G2,1,2020-01-18,ibuprofen 400mg TAB,Withdrawal,24
11YS5SRIFAX5,1,2020-01-19,ibuprofen 400mg TAB,Withdrawal,21
AP6Z3P8183H1,1,2020-01-19,ibuprofen 400mg TAB,Withdrawal,19
Z2YB20IGS3C1,1,2020-01-19,ibuprofen 400mg TAB,Withdrawal,18
6HUD4BXZKB1M,1,2020-01-19,ibuprofen 400mg TAB,Withdrawal,17
RT0X7VDJQGS2,1,2020-01-20,ibuprofen 400mg TAB,Withdrawal,16
S27FR6R682QU,1,2020-01-20,ibuprofen 400mg TAB,Withdrawal,13
0CB6QHM9S6L0,1,2020-01-20,ibuprofen 400mg TAB,Withdrawal,11
ONNE6JG6TUM6,1,2020-01-20,ibuprofen 400mg TAB,Withdrawal,10
FWNP7IB02TN3,1,2020-01-20,ibuprofen 400mg TAB,Withdrawal,8
YG49Y97PMFM0,1,2020-01-21,ibuprofen 400mg TAB,Withdrawal,6
SOQF3YSPW7WQ,1,2020-01-21,ibuprofen 400mg TAB,Withdrawal,4
F0ZZ219FHROB,1,2020-01-21,ibuprofen 400mg TAB,Withdrawal,2
F4N9U8W4FG3N,1,2020-01-21,ibuprofen 400mg TAB,Withdrawal,0
2TVLZ351GOQX,1,2020-01-21,ibuprofen 400mg TAB,Refill,30
P4D3MA174BS5,1,2020-01-22,ibuprofen 400mg TAB,Withdrawal,28
GMPH1RDJN0FK,1,2020-01-22,ibuprofen 400mg TAB,Withdrawal,25
JO462PAUDFXO,1,2020-01-22,ibuprofen 400mg TAB,Withdrawal,23
ZS34Z6Z1QYIM,1,2020-01-22,ibuprofen 400mg TAB,Withdrawal,20
2ZK08QNYP6TW,1,2020-01-22,ibuprofen 400mg TAB,Withdrawal,18
WBA5HKV0AKQM,1,2020-01-23,ibuprofen 400mg TAB,Withdrawal,17
7BERDYO1Z680,1,2020-01-23,ibuprofen 400mg TAB,Withdrawal,15
2V4XKJ60CL61,1,2020-01-23,ibuprofen 400mg TAB,Withdrawal,14
86K5KA5CF82F,1,2020-01-23,ibuprofen 400mg TAB,Withdrawal,11
QLXC317FZ9QN,1,2020-01-24,ibuprofen 400mg TAB,Withdrawal,9
E85UMRKL0KV5,1,2020-01-24,ibuprofen 400mg TAB,Withdrawal,8
S4YZFBXYSEGT,1,2020-01-24,ibuprofen 400mg TAB,Withdrawal,7
T0ED6PX7RYY7,1,2020-01-24,ibuprofen 400mg TAB,Withdrawal,5
40DB610NR5LN,1,2020-01-24,ibuprofen 400mg TAB,Withdrawal,2
R1MWKMDK61L7,1,2020-01-25,ibuprofen 400mg TAB,Withdrawal,0
OJIHPP7T8OQQ,1,2020-01-25,ibuprofen 400mg TAB,Refill,30
